"","year","code","category","Species","Class","Region","count","code_mod","risk"
"19512","2008","EW","Extinct in the Wild","Oryx dammah","MAMMALIA","global",11,"EX",5
"19513","2007","EW","Extinct in the Wild","Oryx dammah","MAMMALIA","global",11,"EX",5
"19514","2000","EW","Extinct in the Wild","Oryx dammah","MAMMALIA","global",11,"EX",5
"19515","1996","CR","Critically Endangered","Oryx dammah","MAMMALIA","global",11,"CR",4
"19516","1994","E","Endangered","Oryx dammah","MAMMALIA","global",11,"EN",3
"19517","1990","E","Endangered","Oryx dammah","MAMMALIA","global",11,"EN",3
"19518","1988","E","Endangered","Oryx dammah","MAMMALIA","global",11,"EN",3
"19519","1986","E","Endangered","Oryx dammah","MAMMALIA","global",11,"EN",3
"19520","1965",NA,"""Status inadequately known-survey required or data sought""","Oryx dammah","MAMMALIA","global",11,"NA",0
"19521","2010","EN","Endangered","Oryx leucoryx","MAMMALIA","mediterranean",11,"EN",3
"19522","2017","VU","Vulnerable","Oryx leucoryx","MAMMALIA","global",11,"VU",2
"19523","2011","VU","Vulnerable","Oryx leucoryx","MAMMALIA","global",11,"VU",2
"19524","2008","EN","Endangered","Oryx leucoryx","MAMMALIA","global",11,"EN",3
"19525","2003","EN","Endangered","Oryx leucoryx","MAMMALIA","global",11,"EN",3
"19526","1996","EN","Endangered","Oryx leucoryx","MAMMALIA","global",11,"EN",3
"19527","1994","E","Endangered","Oryx leucoryx","MAMMALIA","global",11,"EN",3
"19528","1990","E","Endangered","Oryx leucoryx","MAMMALIA","global",11,"EN",3
"19529","1988","E","Endangered","Oryx leucoryx","MAMMALIA","global",11,"EN",3
"19530","1986","E","Endangered","Oryx leucoryx","MAMMALIA","global",11,"EN",3
"19531","1965",NA,"""Very rare and believed to be decreasing in numbers""","Oryx leucoryx","MAMMALIA","global",11,"NA",0
"19532","2018","EN","Endangered","Oryx beisa","MAMMALIA","global",3,"EN",3
"19533","2008","NT","Near Threatened","Oryx beisa","MAMMALIA","global",3,"NT",1
"19534","1996","LR/cd","Lower Risk/conservation dependent","Oryx beisa","MAMMALIA","global",3,"LC",0
"19535","2016","LC","Least Concern","Oryx gazella","MAMMALIA","global",3,"LC",0
"19536","2008","LC","Least Concern","Oryx gazella","MAMMALIA","global",3,"LC",0
"19537","1996","LR/cd","Lower Risk/conservation dependent","Oryx gazella","MAMMALIA","global",3,"LC",0
"19538","1996","VU","Vulnerable","Oryzias marmoratus","ACTINOPTERYGII","global",3,"VU",2
"19539","1994","V","Vulnerable","Oryzias marmoratus","ACTINOPTERYGII","global",3,"VU",2
"19540","1990","V","Vulnerable","Oryzias marmoratus","ACTINOPTERYGII","global",3,"VU",2
"19541","1996","VU","Vulnerable","Oryzias matanensis","ACTINOPTERYGII","global",3,"VU",2
"19542","1994","V","Vulnerable","Oryzias matanensis","ACTINOPTERYGII","global",3,"VU",2
"19543","1990","V","Vulnerable","Oryzias matanensis","ACTINOPTERYGII","global",3,"VU",2
"19544","1996","VU","Vulnerable","Oryzias nigrimas","ACTINOPTERYGII","global",3,"VU",2
"19545","1994","V","Vulnerable","Oryzias nigrimas","ACTINOPTERYGII","global",3,"VU",2
"19546","1990","V","Vulnerable","Oryzias nigrimas","ACTINOPTERYGII","global",3,"VU",2
"19547","1996","EN","Endangered","Oryzias orthognathus","ACTINOPTERYGII","global",3,"EN",3
"19548","1994","E","Endangered","Oryzias orthognathus","ACTINOPTERYGII","global",3,"EN",3
"19549","1990","E","Endangered","Oryzias orthognathus","ACTINOPTERYGII","global",3,"EN",3
"19550","1996","VU","Vulnerable","Oryzias profundicola","ACTINOPTERYGII","global",3,"VU",2
"19551","1994","V","Vulnerable","Oryzias profundicola","ACTINOPTERYGII","global",3,"VU",2
"19552","1990","V","Vulnerable","Oryzias profundicola","ACTINOPTERYGII","global",3,"VU",2
"19553","1996","VU","Vulnerable","Oryzias celebensis","ACTINOPTERYGII","global",1,"VU",2
"19554","2017","EX","Extinct","Oryzomys nelsoni","MAMMALIA","global",5,"EX",5
"19555","2008","EX","Extinct","Oryzomys nelsoni","MAMMALIA","global",5,"EX",5
"19556","1996","EX","Extinct","Oryzomys nelsoni","MAMMALIA","global",5,"EX",5
"19557","1994","Ex?","Extinct?","Oryzomys nelsoni","MAMMALIA","global",5,"EX",5
"19558","1990","Ex?","Extinct?","Oryzomys nelsoni","MAMMALIA","global",5,"EX",5
"19559","2016","LC","Least Concern","Nephelomys albigularis","MAMMALIA","global",3,"LC",0
"19560","2008","LC","Least Concern","Nephelomys albigularis","MAMMALIA","global",3,"LC",0
"19561","1996","LR/lc","Lower Risk/least concern","Nephelomys albigularis","MAMMALIA","global",3,"LC",0
"19562","2016","LC","Least Concern","Handleyomys alfaroi","MAMMALIA","global",3,"LC",0
"19563","2008","LC","Least Concern","Handleyomys alfaroi","MAMMALIA","global",3,"LC",0
"19564","1996","LR/lc","Lower Risk/least concern","Handleyomys alfaroi","MAMMALIA","global",3,"LC",0
"19565","2016","LC","Least Concern","Nephelomys auriventer","MAMMALIA","global",3,"LC",0
"19566","2008","LC","Least Concern","Nephelomys auriventer","MAMMALIA","global",3,"LC",0
"19567","1996","LR/lc","Lower Risk/least concern","Nephelomys auriventer","MAMMALIA","global",3,"LC",0
"19568","2008","DD","Data Deficient","Oreoryzomys balneator","MAMMALIA","global",2,"NA",0
"19569","1996","LR/lc","Lower Risk/least concern","Oreoryzomys balneator","MAMMALIA","global",2,"LC",0
"19570","2016","LC","Least Concern","Transandinomys bolivaris","MAMMALIA","global",3,"LC",0
"19571","2008","LC","Least Concern","Transandinomys bolivaris","MAMMALIA","global",3,"LC",0
"19572","1996","LR/lc","Lower Risk/least concern","Transandinomys bolivaris","MAMMALIA","global",3,"LC",0
"19573","2018","VU","Vulnerable","Handleyomys chapmani","MAMMALIA","global",3,"VU",2
"19574","2008","LC","Least Concern","Handleyomys chapmani","MAMMALIA","global",3,"LC",0
"19575","1996","LR/lc","Lower Risk/least concern","Handleyomys chapmani","MAMMALIA","global",3,"LC",0
"19576","2016","LC","Least Concern","Oryzomys couesi","MAMMALIA","global",3,"LC",0
"19577","2008","LC","Least Concern","Oryzomys couesi","MAMMALIA","global",3,"LC",0
"19578","1996","LR/lc","Lower Risk/least concern","Oryzomys couesi","MAMMALIA","global",3,"LC",0
"19579","2016","LC","Least Concern","Nephelomys devius","MAMMALIA","global",3,"LC",0
"19580","2008","LC","Least Concern","Nephelomys devius","MAMMALIA","global",3,"LC",0
"19581","1996","LR/lc","Lower Risk/least concern","Nephelomys devius","MAMMALIA","global",3,"LC",0
"19582","2008","LC","Least Concern","Oryzomys dimidiatus","MAMMALIA","global",2,"LC",0
"19583","1996","LR/nt","Lower Risk/near threatened","Oryzomys dimidiatus","MAMMALIA","global",2,"LC",0
"19584","2018","VU","Vulnerable","Aegialomys galapagoensis","MAMMALIA","global",4,"VU",2
"19585","2008","VU","Vulnerable","Aegialomys galapagoensis","MAMMALIA","global",4,"VU",2
"19586","2002","VU","Vulnerable","Aegialomys galapagoensis","MAMMALIA","global",4,"VU",2
"19587","1996","CR","Critically Endangered","Aegialomys galapagoensis","MAMMALIA","global",4,"CR",4
"19588","2008","EN","Endangered","Mindomys hammondi","MAMMALIA","global",2,"EN",3
"19589","1996","LR/lc","Lower Risk/least concern","Mindomys hammondi","MAMMALIA","global",2,"LC",0
"19590","2016","LC","Least Concern","Handleyomys intectus","MAMMALIA","global",3,"LC",0
"19591","2008","LC","Least Concern","Handleyomys intectus","MAMMALIA","global",3,"LC",0
"19592","1996","LR/lc","Lower Risk/least concern","Handleyomys intectus","MAMMALIA","global",3,"LC",0
"19593","2016","LC","Least Concern","Nephelomys keaysi","MAMMALIA","global",3,"LC",0
"19594","2008","LC","Least Concern","Nephelomys keaysi","MAMMALIA","global",3,"LC",0
"19595","1996","LR/lc","Lower Risk/least concern","Nephelomys keaysi","MAMMALIA","global",3,"LC",0
"19596","2018","VU","Vulnerable","Euryoryzomys lamia","MAMMALIA","global",3,"VU",2
"19597","2008","EN","Endangered","Euryoryzomys lamia","MAMMALIA","global",3,"EN",3
"19598","1996","LR/lc","Lower Risk/least concern","Euryoryzomys lamia","MAMMALIA","global",3,"LC",0
"19599","2016","LC","Least Concern","Euryoryzomys legatus","MAMMALIA","global",3,"LC",0
"19600","2008","LC","Least Concern","Euryoryzomys legatus","MAMMALIA","global",3,"LC",0
"19601","1996","LR/lc","Lower Risk/least concern","Euryoryzomys legatus","MAMMALIA","global",3,"LC",0
"19602","2016","LC","Least Concern","Nephelomys levipes","MAMMALIA","global",3,"LC",0
"19603","2008","LC","Least Concern","Nephelomys levipes","MAMMALIA","global",3,"LC",0
"19604","1996","LR/nt","Lower Risk/near threatened","Nephelomys levipes","MAMMALIA","global",3,"LC",0
"19605","2016","LC","Least Concern","Euryoryzomys macconnelli","MAMMALIA","global",3,"LC",0
"19606","2008","LC","Least Concern","Euryoryzomys macconnelli","MAMMALIA","global",3,"LC",0
"19607","1996","LR/lc","Lower Risk/least concern","Euryoryzomys macconnelli","MAMMALIA","global",3,"LC",0
"19608","2016","LC","Least Concern","Handleyomys melanotis","MAMMALIA","global",3,"LC",0
"19609","2008","LC","Least Concern","Handleyomys melanotis","MAMMALIA","global",3,"LC",0
"19610","1996","DD","Data Deficient","Handleyomys melanotis","MAMMALIA","global",3,"NA",0
"19611","2016","LC","Least Concern","Euryoryzomys nitidus","MAMMALIA","global",3,"LC",0
"19612","2008","LC","Least Concern","Euryoryzomys nitidus","MAMMALIA","global",3,"LC",0
"19613","1996","LR/lc","Lower Risk/least concern","Euryoryzomys nitidus","MAMMALIA","global",3,"LC",0
"19614","2017","NT","Near Threatened","Hylaeamys oniscus","MAMMALIA","global",3,"NT",1
"19615","2008","VU","Vulnerable","Hylaeamys oniscus","MAMMALIA","global",3,"VU",2
"19616","1996","LR/nt","Lower Risk/near threatened","Hylaeamys oniscus","MAMMALIA","global",3,"LC",0
"19617","2008","DD","Data Deficient","Eremoryzomys polius","MAMMALIA","global",2,"NA",0
"19618","1996","LR/lc","Lower Risk/least concern","Eremoryzomys polius","MAMMALIA","global",2,"LC",0
"19619","2008","VU","Vulnerable","Handleyomys rhabdops","MAMMALIA","global",2,"VU",2
"19620","1996","LR/lc","Lower Risk/least concern","Handleyomys rhabdops","MAMMALIA","global",2,"LC",0
"19621","2016","LC","Least Concern","Handleyomys rostratus","MAMMALIA","global",3,"LC",0
"19622","2008","LC","Least Concern","Handleyomys rostratus","MAMMALIA","global",3,"LC",0
"19623","1996","LR/lc","Lower Risk/least concern","Handleyomys rostratus","MAMMALIA","global",3,"LC",0
"19624","2008","NT","Near Threatened","Handleyomys saturatior","MAMMALIA","global",2,"NT",1
"19625","1996","LR/lc","Lower Risk/least concern","Handleyomys saturatior","MAMMALIA","global",2,"LC",0
"19626","2016","LC","Least Concern","Cerradomys subflavus","MAMMALIA","global",3,"LC",0
"19627","2008","LC","Least Concern","Cerradomys subflavus","MAMMALIA","global",3,"LC",0
"19628","1996","LR/lc","Lower Risk/least concern","Cerradomys subflavus","MAMMALIA","global",3,"LC",0
"19629","2017","LC","Least Concern","Transandinomys talamancae","MAMMALIA","global",3,"LC",0
"19630","2008","LC","Least Concern","Transandinomys talamancae","MAMMALIA","global",3,"LC",0
"19631","1996","LR/lc","Lower Risk/least concern","Transandinomys talamancae","MAMMALIA","global",3,"LC",0
"19632","2016","LC","Least Concern","Aegialomys xanthaeolus","MAMMALIA","global",3,"LC",0
"19633","2008","LC","Least Concern","Aegialomys xanthaeolus","MAMMALIA","global",3,"LC",0
"19634","1996","LR/lc","Lower Risk/least concern","Aegialomys xanthaeolus","MAMMALIA","global",3,"LC",0
"19635","2016","LC","Least Concern","Hylaeamys yunganus","MAMMALIA","global",3,"LC",0
"19636","2008","LC","Least Concern","Hylaeamys yunganus","MAMMALIA","global",3,"LC",0
"19637","1996","LR/lc","Lower Risk/least concern","Hylaeamys yunganus","MAMMALIA","global",3,"LC",0
"19638","2015","NT","Near Threatened","Genetta piscivora","MAMMALIA","global",3,"NT",1
"19639","2008","DD","Data Deficient","Genetta piscivora","MAMMALIA","global",3,"NA",0
"19640","1996","DD","Data Deficient","Genetta piscivora","MAMMALIA","global",3,"NA",0
"19641","2017","LC","Least Concern","Osgoodomys banderanus","MAMMALIA","global",3,"LC",0
"19642","2008","LC","Least Concern","Osgoodomys banderanus","MAMMALIA","global",3,"LC",0
"19643","1996","LR/lc","Lower Risk/least concern","Osgoodomys banderanus","MAMMALIA","global",3,"LC",0
"19644","2011","LC","Least Concern","Osmerus eperlanus","ACTINOPTERYGII","global",3,"LC",0
"19645","2008","LC","Least Concern","Osmerus eperlanus","ACTINOPTERYGII","global",3,"LC",0
"19646","1996","DD","Data Deficient","Osmerus eperlanus","ACTINOPTERYGII","global",3,"NA",0
"19647","2010","NT","Near Threatened","Osmoderma eremita","INSECTA","global",6,"NT",1
"19648","1996","VU","Vulnerable","Osmoderma eremita","INSECTA","global",6,"VU",2
"19649","1994","E","Endangered","Osmoderma eremita","INSECTA","global",6,"EN",3
"19650","1990","E","Endangered","Osmoderma eremita","INSECTA","global",6,"EN",3
"19651","1988","E","Endangered","Osmoderma eremita","INSECTA","global",6,"EN",3
"19652","1986","E","Endangered","Osmoderma eremita","INSECTA","global",6,"EN",3
"19653","1996","EN","Endangered","Barbodes palaemophagus","ACTINOPTERYGII","global",3,"EN",3
"19654","1994","V","Vulnerable","Barbodes palaemophagus","ACTINOPTERYGII","global",3,"VU",2
"19655","1990","V","Vulnerable","Barbodes palaemophagus","ACTINOPTERYGII","global",3,"VU",2
"19656","1996","CR","Critically Endangered","Barbodes truncatulus","ACTINOPTERYGII","global",3,"CR",4
"19657","1994","V","Vulnerable","Barbodes truncatulus","ACTINOPTERYGII","global",3,"VU",2
"19658","1990","V","Vulnerable","Barbodes truncatulus","ACTINOPTERYGII","global",3,"VU",2
"19659","1996","VU","Vulnerable","Osteolaemus tetraspis","REPTILIA","global",4,"VU",2
"19660","1988","I","Indeterminate","Osteolaemus tetraspis","REPTILIA","global",4,"NA",0
"19661","1986","I","Indeterminate","Osteolaemus tetraspis","REPTILIA","global",4,"NA",0
"19662","1982","I","Indeterminate","Osteolaemus tetraspis","REPTILIA","global",4,"NA",0
"19663","1996","DD","Data Deficient","Ostodes brazieri","GASTROPODA","global",2,"NA",0
"19664","1994","V","Vulnerable","Ostodes brazieri","GASTROPODA","global",2,"VU",2
"19665","2016","NT","Near Threatened","Otocolobus manul","MAMMALIA","global",6,"NT",1
"19666","2015","NT","Near Threatened","Otocolobus manul","MAMMALIA","global",6,"NT",1
"19667","2008","NT","Near Threatened","Otocolobus manul","MAMMALIA","global",6,"NT",1
"19668","2002","NT","Near Threatened","Otocolobus manul","MAMMALIA","global",6,"NT",1
"19669","1996","LR/lc","Lower Risk/least concern","Otocolobus manul","MAMMALIA","global",6,"LC",0
"19670","1994","K","Insufficiently Known","Otocolobus manul","MAMMALIA","global",6,"NA",0
"19671","2014","LC","Least Concern","Otocyon megalotis","MAMMALIA","global",4,"LC",0
"19672","2008","LC","Least Concern","Otocyon megalotis","MAMMALIA","global",4,"LC",0
"19673","2004","LC","Least Concern","Otocyon megalotis","MAMMALIA","global",4,"LC",0
"19674","1996","LR/lc","Lower Risk/least concern","Otocyon megalotis","MAMMALIA","global",4,"LC",0
"19675","2008","LC","Least Concern","Otolemur crassicaudatus","MAMMALIA","global",4,"LC",0
"19676","2000","LR/lc","Lower Risk/least concern","Otolemur crassicaudatus","MAMMALIA","global",4,"LC",0
"19677","1996","LR/lc","Lower Risk/least concern","Otolemur crassicaudatus","MAMMALIA","global",4,"LC",0
"19678","1988","nt","Not Threatened","Otolemur crassicaudatus","MAMMALIA","global",4,"NT",1
"19679","2008","LC","Least Concern","Otolemur garnettii","MAMMALIA","global",4,"LC",0
"19680","2000","LR/lc","Lower Risk/least concern","Otolemur garnettii","MAMMALIA","global",4,"LC",0
"19681","1996","LR/nt","Lower Risk/near threatened","Otolemur garnettii","MAMMALIA","global",4,"LC",0
"19682","1988","nt","Not Threatened","Otolemur garnettii","MAMMALIA","global",4,"NT",1
"19683","2016","DD","Data Deficient","Otomops formosus","MAMMALIA","global",6,"NA",0
"19684","2008","DD","Data Deficient","Otomops formosus","MAMMALIA","global",6,"NA",0
"19685","1996","VU","Vulnerable","Otomops formosus","MAMMALIA","global",6,"VU",2
"19686","1994","K","Insufficiently Known","Otomops formosus","MAMMALIA","global",6,"NA",0
"19687","1990","K","Insufficiently Known","Otomops formosus","MAMMALIA","global",6,"NA",0
"19688","1988","K","Insufficiently Known","Otomops formosus","MAMMALIA","global",6,"NA",0
"19689","2016","DD","Data Deficient","Otomops wroughtoni","MAMMALIA","global",5,"NA",0
"19690","2008","DD","Data Deficient","Otomops wroughtoni","MAMMALIA","global",5,"NA",0
"19691","2000","CR","Critically Endangered","Otomops wroughtoni","MAMMALIA","global",5,"CR",4
"19692","1996","CR","Critically Endangered","Otomops wroughtoni","MAMMALIA","global",5,"CR",4
"19693","1994","V","Vulnerable","Otomops wroughtoni","MAMMALIA","global",5,"VU",2
"19694","2016","DD","Data Deficient","Otomops johnstonei","MAMMALIA","global",3,"NA",0
"19695","2008","DD","Data Deficient","Otomops johnstonei","MAMMALIA","global",3,"NA",0
"19696","1996","VU","Vulnerable","Otomops johnstonei","MAMMALIA","global",3,"VU",2
"19697","2017","NT","Near Threatened","Otomops martiensseni","MAMMALIA","global",4,"NT",1
"19698","2008","NT","Near Threatened","Otomops martiensseni","MAMMALIA","global",4,"NT",1
"19699","2004","NT","Near Threatened","Otomops martiensseni","MAMMALIA","global",4,"NT",1
"19700","1996","VU","Vulnerable","Otomops martiensseni","MAMMALIA","global",4,"VU",2
"19701","2008","DD","Data Deficient","Otomops papuensis","MAMMALIA","global",2,"NA",0
"19702","1996","VU","Vulnerable","Otomops papuensis","MAMMALIA","global",2,"VU",2
"19703","2008","DD","Data Deficient","Otomops secundus","MAMMALIA","global",2,"NA",0
"19704","1996","VU","Vulnerable","Otomops secundus","MAMMALIA","global",2,"VU",2
"19705","2016","LC","Least Concern","Otomys anchietae","MAMMALIA","global",4,"LC",0
"19706","2008","LC","Least Concern","Otomys anchietae","MAMMALIA","global",4,"LC",0
"19707","2004","LC","Least Concern","Otomys anchietae","MAMMALIA","global",4,"LC",0
"19708","1996","LR/nt","Lower Risk/near threatened","Otomys anchietae","MAMMALIA","global",4,"LC",0
"19709","2016","LC","Least Concern","Otomys angoniensis","MAMMALIA","global",4,"LC",0
"19710","2008","LC","Least Concern","Otomys angoniensis","MAMMALIA","global",4,"LC",0
"19711","2004","LC","Least Concern","Otomys angoniensis","MAMMALIA","global",4,"LC",0
"19712","1996","LR/lc","Lower Risk/least concern","Otomys angoniensis","MAMMALIA","global",4,"LC",0
"19713","2016","LC","Least Concern","Otomys denti","MAMMALIA","global",4,"LC",0
"19714","2008","LC","Least Concern","Otomys denti","MAMMALIA","global",4,"LC",0
"19715","2004","NT","Near Threatened","Otomys denti","MAMMALIA","global",4,"NT",1
"19716","1996","LR/nt","Lower Risk/near threatened","Otomys denti","MAMMALIA","global",4,"LC",0
"19717","2008","LC","Least Concern","Otomys laminatus","MAMMALIA","global",4,"LC",0
"19718","2004","LC","Least Concern","Otomys laminatus","MAMMALIA","global",4,"LC",0
"19719","2003","LC","Least Concern","Otomys laminatus","MAMMALIA","global",4,"LC",0
"19720","1996","LR/lc","Lower Risk/least concern","Otomys laminatus","MAMMALIA","global",4,"LC",0
"19721","2008","VU","Vulnerable","Otomys occidentalis","MAMMALIA","global",3,"VU",2
"19722","2004","VU","Vulnerable","Otomys occidentalis","MAMMALIA","global",3,"VU",2
"19723","1996","EN","Endangered","Otomys occidentalis","MAMMALIA","global",3,"EN",3
"19724","2017","LC","Least Concern","Otomys sloggetti","MAMMALIA","global",5,"LC",0
"19725","2016","LC","Least Concern","Otomys sloggetti","MAMMALIA","global",5,"LC",0
"19726","2008","LC","Least Concern","Otomys sloggetti","MAMMALIA","global",5,"LC",0
"19727","2004","LC","Least Concern","Otomys sloggetti","MAMMALIA","global",5,"LC",0
"19728","1996","LR/nt","Lower Risk/near threatened","Otomys sloggetti","MAMMALIA","global",5,"LC",0
"19729","2016","LC","Least Concern","Otomys tropicalis","MAMMALIA","global",4,"LC",0
"19730","2008","LC","Least Concern","Otomys tropicalis","MAMMALIA","global",4,"LC",0
"19731","2004","LC","Least Concern","Otomys tropicalis","MAMMALIA","global",4,"LC",0
"19732","1996","LR/lc","Lower Risk/least concern","Otomys tropicalis","MAMMALIA","global",4,"LC",0
"19733","2008","LC","Least Concern","Otomys typus","MAMMALIA","global",3,"LC",0
"19734","2004","LC","Least Concern","Otomys typus","MAMMALIA","global",3,"LC",0
"19735","1996","LR/nt","Lower Risk/near threatened","Otomys typus","MAMMALIA","global",3,"LC",0
"19736","2016","LC","Least Concern","Otomys unisulcatus","MAMMALIA","global",5,"LC",0
"19737","2008","LC","Least Concern","Otomys unisulcatus","MAMMALIA","global",5,"LC",0
"19738","2004","LC","Least Concern","Otomys unisulcatus","MAMMALIA","global",5,"LC",0
"19739","2003","LC","Least Concern","Otomys unisulcatus","MAMMALIA","global",5,"LC",0
"19740","1996","LR/lc","Lower Risk/least concern","Otomys unisulcatus","MAMMALIA","global",5,"LC",0
"19741","2016","LC","Least Concern","Otonyctomys hatti","MAMMALIA","global",3,"LC",0
"19742","2008","LC","Least Concern","Otonyctomys hatti","MAMMALIA","global",3,"LC",0
"19743","1996","LR/lc","Lower Risk/least concern","Otonyctomys hatti","MAMMALIA","global",3,"LC",0
"19744","2008","LC","Least Concern","Otopteropus cartilagonodus","MAMMALIA","global",5,"LC",0
"19745","1996","VU","Vulnerable","Otopteropus cartilagonodus","MAMMALIA","global",5,"VU",2
"19746","1994","I","Indeterminate","Otopteropus cartilagonodus","MAMMALIA","global",5,"NA",0
"19747","1990","K","Insufficiently Known","Otopteropus cartilagonodus","MAMMALIA","global",5,"NA",0
"19748","1988","K","Insufficiently Known","Otopteropus cartilagonodus","MAMMALIA","global",5,"NA",0
"19749","2016","LC","Least Concern","Ototylomys phyllotis","MAMMALIA","global",3,"LC",0
"19750","2008","LC","Least Concern","Ototylomys phyllotis","MAMMALIA","global",3,"LC",0
"19751","1996","LR/lc","Lower Risk/least concern","Ototylomys phyllotis","MAMMALIA","global",3,"LC",0
"19752","1996","DD","Data Deficient","Ouagapia spaldingi","GASTROPODA","global",2,"NA",0
"19753","1994","R","Rare","Ouagapia spaldingi","GASTROPODA","global",2,"NT",1
"19754","2016","LC","Least Concern","Ourebia ourebi","MAMMALIA","global",3,"LC",0
"19755","2008","LC","Least Concern","Ourebia ourebi","MAMMALIA","global",3,"LC",0
"19756","1996","LR/cd","Lower Risk/conservation dependent","Ourebia ourebi","MAMMALIA","global",3,"LC",0
"19757","2008","NT","Near Threatened","Ovis ammon","MAMMALIA","global",3,"NT",1
"19758","1996","VU","Vulnerable","Ovis ammon","MAMMALIA","global",3,"VU",2
"19759","1988","I","Indeterminate","Ovis ammon","MAMMALIA","global",3,"NA",0
"19760","2008","LC","Least Concern","Ovis canadensis","MAMMALIA","global",2,"LC",0
"19761","1996","LR/cd","Lower Risk/conservation dependent","Ovis canadensis","MAMMALIA","global",2,"LC",0
"19762","2010","EN","Endangered","Ovis orientalis","MAMMALIA","mediterranean",3,"EN",3
"19763","2008","VU","Vulnerable","Ovis orientalis","MAMMALIA","global",3,"VU",2
"19764","1996","VU","Vulnerable","Ovis orientalis","MAMMALIA","global",3,"VU",2
"19765","2008","LC","Least Concern","Ovis nivicola","MAMMALIA","global",2,"LC",0
"19766","1996","LR/cd","Lower Risk/conservation dependent","Ovis nivicola","MAMMALIA","global",2,"LC",0
"19767","1996","EN","Endangered","Oxychaeta dicksoni","INSECTA","global",5,"EN",3
"19768","1994","V","Vulnerable","Oxychaeta dicksoni","INSECTA","global",5,"VU",2
"19769","1990","E","Endangered","Oxychaeta dicksoni","INSECTA","global",5,"EN",3
"19770","1988","E","Endangered","Oxychaeta dicksoni","INSECTA","global",5,"EN",3
"19771","1986","E","Endangered","Oxychaeta dicksoni","INSECTA","global",5,"EN",3
"19772","2017","CR","Critically Endangered","Oxychilus agostinhoi","GASTROPODA","global",3,"CR",4
"19773","1996","VU","Vulnerable","Oxychilus agostinhoi","GASTROPODA","global",3,"VU",2
"19774","1994","E","Endangered","Oxychilus agostinhoi","GASTROPODA","global",3,"EN",3
"19775","2017","EN","Endangered","Oxychilus basajauna","GASTROPODA","global",3,"EN",3
"19776","1996","LR/nt","Lower Risk/near threatened","Oxychilus basajauna","GASTROPODA","global",3,"LC",0
"19777","1994","K","Insufficiently Known","Oxychilus basajauna","GASTROPODA","global",3,"NA",0
"19778","2017","LC","Least Concern","Oxychilus lineolatus","GASTROPODA","global",2,"LC",0
"19779","1996","VU","Vulnerable","Oxychilus lineolatus","GASTROPODA","global",2,"VU",2
"19780","2017","CR","Critically Endangered","Mediterranea amaltheae","GASTROPODA","global",2,"CR",4
"19781","1996","VU","Vulnerable","Mediterranea amaltheae","GASTROPODA","global",2,"VU",2
"19782","1996","DD","Data Deficient","Oxyeleotris wisselensis","ACTINOPTERYGII","global",2,"NA",0
"19783","1994","R","Rare","Oxyeleotris wisselensis","ACTINOPTERYGII","global",2,"NT",1
"19784","1996","VU","Vulnerable","Oxyepoecus bruchi","INSECTA","global",1,"VU",2
"19785","1996","VU","Vulnerable","Oxyepoecus daguerrei","INSECTA","global",1,"VU",2
"19786","1996","VU","Vulnerable","Oxyepoecus inquilinus","INSECTA","global",1,"VU",2
"19787","2010","CR","Critically Endangered","Oxygastra curtisii","INSECTA","northern_africa",9,"CR",4
"19788","2010","NT","Near Threatened","Oxygastra curtisii","INSECTA","europe",9,"NT",1
"19789","2006","NT","Near Threatened","Oxygastra curtisii","INSECTA","global",9,"NT",1
"19790","1996","VU","Vulnerable","Oxygastra curtisii","INSECTA","global",9,"VU",2
"19791","1994","V","Vulnerable","Oxygastra curtisii","INSECTA","global",9,"VU",2
"19792","1990","V","Vulnerable","Oxygastra curtisii","INSECTA","global",9,"VU",2
"19793","1988","V","Vulnerable","Oxygastra curtisii","INSECTA","global",9,"VU",2
"19794","1986","E","Endangered","Oxygastra curtisii","INSECTA","global",9,"EN",3
"19795","2010","CR","Critically Endangered","Oxygastra curtisii","INSECTA","pan-africa",9,"CR",4
"19796","2016","EN","Endangered","Oxylapia polli","ACTINOPTERYGII","global",4,"EN",3
"19797","2004","CR","Critically Endangered","Oxylapia polli","ACTINOPTERYGII","global",4,"CR",4
"19798","1996","VU","Vulnerable","Oxylapia polli","ACTINOPTERYGII","global",4,"VU",2
"19799","1994","R","Rare","Oxylapia polli","ACTINOPTERYGII","global",4,"NT",1
"19800","1996","CR","Critically Endangered","Oxyloma kanabense","GASTROPODA","global",5,"CR",4
"19801","1994","E","Endangered","Oxyloma kanabense","GASTROPODA","global",5,"EN",3
"19802","1990","I","Indeterminate","Oxyloma kanabense","GASTROPODA","global",5,"NA",0
"19803","1988","I","Indeterminate","Oxyloma kanabense","GASTROPODA","global",5,"NA",0
"19804","1986","I","Indeterminate","Oxyloma kanabense","GASTROPODA","global",5,"NA",0
"19805","2016","LC","Least Concern","Oxymycterus angularis","MAMMALIA","global",3,"LC",0
"19806","2008","LC","Least Concern","Oxymycterus angularis","MAMMALIA","global",3,"LC",0
"19807","1996","LR/lc","Lower Risk/least concern","Oxymycterus angularis","MAMMALIA","global",3,"LC",0
"19808","2016","LC","Least Concern","Oxymycterus delator","MAMMALIA","global",3,"LC",0
"19809","2008","LC","Least Concern","Oxymycterus delator","MAMMALIA","global",3,"LC",0
"19810","1996","LR/lc","Lower Risk/least concern","Oxymycterus delator","MAMMALIA","global",3,"LC",0
